lon,lat,owner,watershed,type,form
-71.10903275660,42.42618229370,CITY-ROW,IN-1042,STORM WATER INLET,
-71.10874991500,42.42499162620,CITY-ROW,IN-1043,STORM WATER INLET,
-71.10856200650,42.42494502670,CITY-ROW,IN-1044,STORM WATER INLET,
-71.10624008820,42.42674920360,CITY-ROW,IN-1045,STORM WATER INLET,
-71.10635339440,42.42672587880,CITY-ROW,IN-1046,STORM WATER INLET,
-71.10646127240,42.42640339320,CITY-ROW,IN-1047,STORM WATER INLET,
-71.10660012810,42.42622080240,CITY-ROW,IN-1048,STORM WATER INLET,
-71.10748134460,42.42557083700,CITY-ROW,IN-1049,STORM WATER INLET,
-71.10748143310,42.42556205690,CITY-ROW,IN-1050,STORM WATER INLET,
-71.10570848350,42.42613101900,CITY-ROW,IN-1051,STORM WATER INLET,
-71.10566309830,42.42621525160,CITY-ROW,IN-1052,STORM WATER INLET,
-71.10544753330,42.42625741920,CITY-ROW,IN-1053,STORM WATER INLET,
-71.10558290490,42.42599566380,CITY-ROW,IN-1054,STORM WATER INLET,
-71.10598275130,42.42739370970,CITY-ROW,IN-1055,STORM WATER INLET,
-71.10573396200,42.42732299220,CITY-ROW,IN-1056,STORM WATER INLET,
-71.10578034170,42.42724541060,CITY-ROW,IN-1057,STORM WATER INLET,
-71.10670432630,42.42776026640,CITY-ROW,IN-1058,STORM WATER INLET,
-71.10681680910,42.42771251390,CITY-ROW,IN-1059,STORM WATER INLET,
-71.10687525820,42.42791623380,CITY-ROW,IN-1060,STORM WATER INLET,
-71.10512992340,42.42715036710,CITY-ROW,IN-1061,STORM WATER INLET,
-71.10507707120,42.42697803550,CITY-ROW,IN-1062,STORM WATER INLET,
-71.10496938880,42.42719038180,CITY-ROW,IN-1063,STORM WATER INLET,
-71.10528700340,42.42839699430,CITY-ROW,IN-1064,STORM WATER INLET,
-71.10518853940,42.42829910030,CITY-ROW,IN-1065,STORM WATER INLET,
-71.10544940010,42.42826570850,CITY-ROW,IN-1066,STORM WATER INLET,
-71.10476460130,42.42821951920,CITY-ROW,IN-1067,STORM WATER INLET,
-71.10475779970,42.42829762600,CITY-ROW,IN-1068,STORM WATER INLET,
-71.10440339010,42.42807239380,CITY-ROW,IN-1069,STORM WATER INLET,
-71.10716835360,42.42464008160,CITY-ROW,IN-1070,STORM WATER INLET,
-71.10725462440,42.42465609020,CITY-ROW,IN-1071,STORM WATER INLET,
-71.10698854210,42.42466977110,CITY-ROW,IN-1072,STORM WATER INLET,
-71.10689973320,42.42465135800,CITY-ROW,IN-1073,STORM WATER INLET,
-71.10686115890,42.42475087940,CITY-ROW,IN-1074,STORM WATER INLET,
-71.10694733110,42.42476908010,CITY-ROW,IN-1075,STORM WATER INLET,
-71.10731791550,42.42473820670,CITY-ROW,IN-1076,STORM WATER INLET,
-71.11019713230,42.42412315330,CITY-ROW,IN-1077,STORM WATER INLET,
-71.11027130580,42.42411267230,CITY-ROW,IN-1078,STORM WATER INLET,
-71.10917931410,42.42291346280,CITY-ROW,IN-1079,STORM WATER INLET,
-71.10894898750,42.42320511590,CITY-ROW,IN-1080,STORM WATER INLET,
-71.10887477650,42.42327795080,CITY-ROW,IN-1081,STORM WATER INLET,
-71.10855046340,42.42483130350,CITY-ROW,IN-1082,STORM WATER INLET,
-71.10885086600,42.42483973110,CITY-ROW,IN-1083,STORM WATER INLET,
-71.10795270510,42.42261774370,CITY-ROW,IN-1084,STORM WATER INLET,
-71.10734878600,42.42264864910,CITY-ROW,IN-1085,STORM WATER INLET,
-71.10750653570,42.42234767060,CITY-ROW,IN-1086,STORM WATER INLET,
-71.10782228810,42.42213204690,CITY-ROW,IN-1087,STORM WATER INLET,
-71.10780208280,42.42216738950,CITY-ROW,IN-1088,STORM WATER INLET,
-71.10861538130,42.42217580660,CITY-ROW,IN-1089,STORM WATER INLET,
-71.10855542030,42.42216904060,CITY-ROW,IN-1090,STORM WATER INLET,
-71.11074537800,42.42166419910,CITY-ROW,IN-1091,STORM WATER INLET,
-71.10886548420,42.42146983920,CITY-ROW,IN-1092,STORM WATER INLET,
-71.10913014300,42.42132435340,CITY-ROW,IN-1093,STORM WATER INLET,
-71.10988947100,42.42086907260,CITY-ROW,IN-1094,STORM WATER INLET,
-71.10993561150,42.42076250770,CITY-ROW,IN-1095,STORM WATER INLET,
-71.11100400620,42.42104182740,CITY-ROW,IN-1096,STORM WATER INLET,
-71.11095434430,42.42093313870,CITY-ROW,IN-1097,STORM WATER INLET,
-71.10976885960,42.42079420030,CITY-ROW,IN-1098,STORM WATER INLET,
-71.11042054280,42.41972566630,CITY-ROW,IN-1099,STORM WATER INLET,
-71.11121752590,42.41996656800,CITY-ROW,IN-1100,STORM WATER INLET,
-71.11035151580,42.41952304270,CITY-ROW,IN-1101,STORM WATER INLET,
-71.11027666700,42.41931584400,CITY-ROW,IN-1102,STORM WATER INLET,
-71.11043766870,42.41900564720,CITY-ROW,IN-1103,STORM WATER INLET,
-71.11054361230,42.41899527530,CITY-ROW,IN-1104,STORM WATER INLET,
-71.11068872560,42.41861717430,CITY-ROW,IN-1105,STORM WATER INLET,
-71.11078085200,42.41862739960,CITY-ROW,IN-1106,STORM WATER INLET,
-71.10564722670,42.41733866930,CITY-ROW,IN-1107,STORM WATER INLET,
-71.10547691090,42.41737227910,CITY-ROW,IN-1108,STORM WATER INLET,
-71.10555324090,42.41743893150,CITY-ROW,IN-1109,STORM WATER INLET,
-71.11054603210,42.41851999030,CITY-ROW,IN-1110,STORM WATER INLET,
-71.10891533510,42.42147915350,CITY-ROW,IN-1111,STORM WATER INLET,
-71.10818736820,42.42115962390,CITY-ROW,IN-1112,STORM WATER INLET,
-71.10821093970,42.42111726610,CITY-ROW,IN-1113,STORM WATER INLET,
-71.10397848800,42.42668268120,CITY-ROW,IN-1114,STORM WATER INLET,
-71.10499176070,42.42687465870,CITY-ROW,IN-1115,STORM WATER INLET,
-71.10512251820,42.42662585840,CITY-ROW,IN-1116,STORM WATER INLET,
-71.10523864400,42.42666241070,CITY-ROW,IN-1117,STORM WATER INLET,
-71.10532014620,42.42624319940,CITY-ROW,IN-1118,STORM WATER INLET,
-71.10402691050,42.42603133020,CITY-ROW,IN-1119,STORM WATER INLET,
-71.10401649820,42.42594630680,CITY-ROW,IN-1120,STORM WATER INLET,
-71.10395556320,42.42538230590,CITY-ROW,IN-1121,STORM WATER INLET,
-71.10398665150,42.42531954400,CITY-ROW,IN-1122,STORM WATER INLET,
-71.10500576900,42.42429340750,CITY-ROW,IN-1123,STORM WATER INLET,
-71.10492059370,42.42430739360,CITY-ROW,IN-1124,STORM WATER INLET,
-71.10504686660,42.42409464910,CITY-ROW,IN-1125,STORM WATER INLET,
-71.10598127330,42.42330268070,CITY-ROW,IN-1126,STORM WATER INLET,
-71.10583762530,42.42324537270,CITY-ROW,IN-1127,STORM WATER INLET,
-71.10570455650,42.42333023870,CITY-ROW,IN-1128,STORM WATER INLET,
-71.10676913180,42.42348081550,CITY-ROW,IN-1129,STORM WATER INLET,
-71.10518785250,42.42335312190,CITY-ROW,IN-1130,STORM WATER INLET,
-71.10509898030,42.42334872360,CITY-ROW,IN-1131,STORM WATER INLET,
-71.10503456660,42.42368332460,CITY-ROW,IN-1132,STORM WATER INLET,
-71.10428976620,42.42425593800,CITY-ROW,IN-1133,STORM WATER INLET,
-71.10431983510,42.42407037320,CITY-ROW,IN-1134,STORM WATER INLET,
-71.10448751950,42.42329197780,CITY-ROW,IN-393,STORM WATER INLET,
-71.10454140750,42.42325919670,CITY-ROW,IN-394,STORM WATER INLET,
-71.10452343210,42.42318834460,CITY-ROW,IN-395,STORM WATER INLET,
-71.10433538420,42.42317002870,CITY-ROW,IN-396,STORM WATER INLET,
-71.10428572480,42.42315525290,CITY-ROW,IN-397,STORM WATER INLET,
-71.10416638520,42.42306334770,CITY-ROW,IN-398,STORM WATER INLET,
-71.10413921960,42.42300288730,CITY-ROW,IN-399,STORM WATER INLET,
-71.10458425720,42.42252985040,CITY-ROW,IN-400,STORM WATER INLET,
-71.10458830880,42.42245268550,CITY-ROW,IN-401,STORM WATER INLET,
-71.10504019290,42.42255309410,CITY-ROW,IN-402,STORM WATER INLET,
-71.10504349450,42.42247861040,CITY-ROW,IN-403,STORM WATER INLET,
-71.10522623110,42.42256024660,CITY-ROW,IN-404,STORM WATER INLET,
-71.10582938570,42.42259176850,CITY-ROW,IN-405,STORM WATER INLET,
-71.10601260670,42.42252906670,CITY-ROW,IN-406,STORM WATER INLET,
-71.10605861440,42.42213452930,CITY-ROW,IN-407,STORM WATER INLET,
-71.10612206070,42.42213065010,CITY-ROW,IN-408,STORM WATER INLET,
-71.10635549450,42.42156303660,CITY-ROW,IN-409,STORM WATER INLET,
-71.10623396700,42.42157792480,CITY-ROW,IN-410,STORM WATER INLET,
-71.10648923450,42.42160070040,CITY-ROW,IN-411,STORM WATER INLET,
-71.10456916360,42.42110634410,CITY-ROW,IN-412,STORM WATER INLET,
-71.10451029200,42.42103525150,CITY-ROW,IN-413,STORM WATER INLET,
-71.10700793080,42.42079801620,CITY-ROW,IN-414,STORM WATER INLET,
-71.10613301630,42.42063876270,CITY-ROW,IN-415,STORM WATER INLET,
-71.10481473290,42.42019419390,CITY-ROW,IN-416,STORM WATER INLET,
-71.10632237300,42.41895133660,CITY-ROW,IN-417,STORM WATER INLET,
-71.10630146800,42.41881073750,CITY-ROW,IN-418,STORM WATER INLET,
-71.10706749220,42.42176250050,CITY-ROW,IN-419,STORM WATER INLET,
-71.10704275710,42.42180833730,CITY-ROW,IN-420,STORM WATER INLET,
-71.10745107190,42.42192440370,CITY-ROW,IN-421,STORM WATER INLET,
-71.10748520320,42.42188286790,CITY-ROW,IN-422,STORM WATER INLET,
-71.10762834810,42.42182738310,CITY-ROW,IN-423,STORM WATER INLET,
-71.10771381850,42.42195333200,CITY-ROW,IN-424,STORM WATER INLET,
-71.10545091850,42.42205318080,CITY-ROW,IN-1135,STORM WATER INLET,
-71.09244400900,42.42779971170,CITY-ROW,IN-1582,STORM WATER INLET,
-71.09199743100,42.42657680420,CITY-ROW,IN-1583,STORM WATER INLET,
-71.09207246450,42.42660929000,CITY-ROW,IN-1584,STORM WATER INLET,
-71.09231603840,42.42628842080,CITY-ROW,IN-1585,STORM WATER INLET,
-71.09243240970,42.42624951060,CITY-ROW,IN-1586,STORM WATER INLET,
-71.09269526040,42.42614601250,CITY-ROW,IN-1587,STORM WATER INLET,
-71.09276468290,42.42621607080,CITY-ROW,IN-1588,STORM WATER INLET,
-71.09284223390,42.42612166860,CITY-ROW,IN-1589,STORM WATER INLET,
-71.09088628360,42.42741340880,CITY-ROW,IN-1590,STORM WATER INLET,
-71.09091531000,42.42747741970,CITY-ROW,IN-1591,STORM WATER INLET,
-71.08964804000,42.42665600980,CITY-ROW,IN-1592,STORM WATER INLET,
-71.08956264520,42.42660903240,CITY-ROW,IN-1593,STORM WATER INLET,
-71.08958250770,42.42624769970,CITY-ROW,IN-1594,STORM WATER INLET,
-71.08974899290,42.42616506080,CITY-ROW,IN-1595,STORM WATER INLET,
-71.08977728700,42.42600820510,CITY-ROW,IN-1596,STORM WATER INLET,
-71.09181140950,42.42616625430,CITY-ROW,IN-1597,STORM WATER INLET,
-71.09870091110,42.43840447850,CITY-ROW,IN-1148,STORM WATER INLET,
-71.09650000150,42.43752235710,CITY-ROW,IN-1149,STORM WATER INLET,
-71.09629163680,42.43744353360,CITY-ROW,IN-1150,STORM WATER INLET,
-71.09638811020,42.43734380480,CITY-ROW,IN-1262,STORM WATER INLET,
-71.09812000760,42.43768282320,CITY-ROW,IN-1263,STORM WATER INLET,
-71.09821927000,42.43771960090,CITY-ROW,IN-1264,STORM WATER INLET,
-71.09820275140,42.43782185730,CITY-ROW,IN-1265,STORM WATER INLET,
-71.09373606180,42.43883386530,CITY-ROW,IN-1266,STORM WATER INLET,
-71.09366473740,42.43887484610,CITY-ROW,IN-1267,STORM WATER INLET,
-71.09399497770,42.43915813270,CITY-ROW,IN-1268,STORM WATER INLET,
-71.09409540740,42.43921110310,CITY-ROW,IN-1269,STORM WATER INLET,
-71.09595066200,42.43929259960,CITY-ROW,IN-1270,STORM WATER INLET,
-71.09601892540,42.43923824840,CITY-ROW,IN-1271,STORM WATER INLET,
-71.09652653610,42.43969274850,CITY-ROW,IN-1272,STORM WATER INLET,
-71.09696232900,42.43981128550,CITY-ROW,IN-1273,STORM WATER INLET,
-71.09468514020,42.44039361630,CITY-ROW,IN-1274,STORM WATER INLET,
-71.09449020710,42.44112343350,CITY-ROW,IN-1275,STORM WATER INLET,
-71.09438913930,42.44125964780,CITY-ROW,IN-1276,STORM WATER INLET,
-71.09639135490,42.44092487400,CITY-ROW,IN-1277,STORM WATER INLET,
-71.09645948450,42.44088273790,CITY-ROW,IN-1278,STORM WATER INLET,
-71.09654432040,42.44089542920,CITY-ROW,IN-1279,STORM WATER INLET,
-71.09698119810,42.43974584150,CITY-ROW,IN-1280,STORM WATER INLET,
-71.10056223170,42.43518903370,CITY-ROW,IN-1281,STORM WATER INLET,
-71.09991296510,42.43316900700,CITY-ROW,IN-1283,STORM WATER INLET,
-71.10036054240,42.43432926340,CITY-ROW,IN-1285,STORM WATER INLET,
-71.10057744600,42.43310727390,CITY-ROW,IN-1286,STORM WATER INLET,
-71.10109417210,42.43305992480,CITY-ROW,IN-1287,STORM WATER INLET,
-71.10110188220,42.43305970390,CITY-ROW,IN-1288,STORM WATER INLET,
-71.10107453770,42.43313054080,CITY-ROW,IN-1289,STORM WATER INLET,
-71.10108184760,42.43313230360,CITY-ROW,IN-1290,STORM WATER INLET,
-71.09911527610,42.43271046490,CITY-ROW,IN-1291,STORM WATER INLET,
-71.09923577810,42.43269077860,CITY-ROW,IN-1292,STORM WATER INLET,
-71.09739303400,42.43612082630,CITY-ROW,IN-1293,STORM WATER INLET,
-71.09730164810,42.43611297230,CITY-ROW,IN-1294,STORM WATER INLET,
-71.09737511120,42.43644577630,CITY-ROW,IN-1295,STORM WATER INLET,
-71.09726671830,42.43653113190,CITY-ROW,IN-1296,STORM WATER INLET,
-71.09782521320,42.43427393610,CITY-ROW,IN-1297,STORM WATER INLET,
-71.09776581280,42.43426894270,CITY-ROW,IN-1298,STORM WATER INLET,
-71.09784732760,42.43411103430,CITY-ROW,IN-1299,STORM WATER INLET,
-71.09821982070,42.43307455430,CITY-ROW,IN-1300,STORM WATER INLET,
-71.09813882490,42.43305068450,CITY-ROW,IN-1301,STORM WATER INLET,
-71.09631443860,42.43708539080,CITY-ROW,IN-1302,STORM WATER INLET,
-71.09648310550,42.43582196120,CITY-ROW,IN-1303,STORM WATER INLET,
-71.09631310080,42.43582569290,CITY-ROW,IN-1304,STORM WATER INLET,
-71.09625636820,42.43592297820,CITY-ROW,IN-1305,STORM WATER INLET,
-71.09619931800,42.43587082880,CITY-ROW,IN-1306,STORM WATER INLET,
-71.09540707000,42.43661939800,CITY-ROW,IN-1307,STORM WATER INLET,
-71.09517017690,42.43695909600,CITY-ROW,IN-1308,STORM WATER INLET,
-71.09509151930,42.43715408760,CITY-ROW,IN-1309,STORM WATER INLET,
-71.09518148230,42.43715259340,CITY-ROW,IN-1310,STORM WATER INLET,
-71.09475289110,42.43698752630,CITY-ROW,IN-1311,STORM WATER INLET,
-71.09478343080,42.43692621090,CITY-ROW,IN-1312,STORM WATER INLET,
-71.09233725050,42.43649873860,CITY-ROW,IN-1313,STORM WATER INLET,
-71.09230558200,42.43641841130,CITY-ROW,IN-1314,STORM WATER INLET,
-71.09206844750,42.43643517000,CITY-ROW,IN-1315,STORM WATER INLET,
-71.09207093910,42.43666669730,CITY-ROW,IN-1316,STORM WATER INLET,
-71.09212039870,42.43676710080,CITY-ROW,IN-1317,STORM WATER INLET,
-71.09184688210,42.43717887310,CITY-ROW,IN-1318,STORM WATER INLET,
-71.09569459740,42.43556241060,CITY-ROW,IN-1319,STORM WATER INLET,
-71.09581177000,42.43556358360,CITY-ROW,IN-1320,STORM WATER INLET,
-71.09564381330,42.43554556200,CITY-ROW,IN-1321,STORM WATER INLET,
-71.09543894110,42.43441872750,CITY-ROW,IN-1322,STORM WATER INLET,
-71.09539873420,42.43449842240,CITY-ROW,IN-1323,STORM WATER INLET,
-71.09522258410,42.43410538160,CITY-ROW,IN-1324,STORM WATER INLET,
-71.12633129440,42.42183839420,CITY-ROW,IN-1325,STORM WATER INLET,
-71.09161326280,42.43772933100,CITY-ROW,IN-1326,STORM WATER INLET,
-71.09170067760,42.43774031820,CITY-ROW,IN-1327,STORM WATER INLET,
-71.09152128440,42.43785084940,CITY-ROW,IN-1328,STORM WATER INLET,
-71.09321401390,42.43829658930,CITY-ROW,IN-1329,STORM WATER INLET,
-71.09316485280,42.43824357140,CITY-ROW,IN-1330,STORM WATER INLET,
-71.09356714640,42.43805275700,CITY-ROW,IN-1331,STORM WATER INLET,
-71.09365281320,42.43806919670,CITY-ROW,IN-1332,STORM WATER INLET,
-71.09385285960,42.43766458740,CITY-ROW,IN-1333,STORM WATER INLET,
-71.09375900860,42.43765592700,CITY-ROW,IN-1334,STORM WATER INLET,
-71.09333332070,42.43745903480,CITY-ROW,IN-1335,STORM WATER INLET,
-71.09280342700,42.43857967080,CITY-ROW,IN-1336,STORM WATER INLET,
-71.09273197610,42.43852934410,CITY-ROW,IN-1337,STORM WATER INLET,
-71.09196652880,42.43853141570,CITY-ROW,IN-1338,STORM WATER INLET,
-71.09190077430,42.43857419500,CITY-ROW,IN-1339,STORM WATER INLET,
-71.09336662690,42.43960264020,CITY-ROW,IN-1340,STORM WATER INLET,
-71.09343323820,42.43964657190,CITY-ROW,IN-1341,STORM WATER INLET,
-71.09385732920,42.43935364450,CITY-ROW,IN-1342,STORM WATER INLET,
-71.09423623760,42.43990323030,CITY-ROW,IN-1343,STORM WATER INLET,
-71.09418912810,42.44002662570,CITY-ROW,IN-1344,STORM WATER INLET,
-71.09265262040,42.44108214540,CITY-ROW,IN-1345,STORM WATER INLET,
-71.09259564970,42.44103398830,CITY-ROW,IN-1346,STORM WATER INLET,
-71.09399521190,42.44152973190,CITY-ROW,IN-1347,STORM WATER INLET,
-71.09208474950,42.44092222410,CITY-ROW,IN-1348,STORM WATER INLET,
-71.09196979860,42.44099990550,CITY-ROW,IN-1349,STORM WATER INLET,
-71.09230745180,42.44033167490,CITY-ROW,IN-1350,STORM WATER INLET,
-71.09255774300,42.44015931070,CITY-ROW,IN-1351,STORM WATER INLET,
-71.09190865160,42.43976056150,CITY-ROW,IN-1352,STORM WATER INLET,
-71.09270309680,42.43921312360,CITY-ROW,IN-1353,STORM WATER INLET,
-71.09276205710,42.43916412860,CITY-ROW,IN-1354,STORM WATER INLET,
-71.09323911010,42.43903409690,CITY-ROW,IN-1355,STORM WATER INLET,
-71.09319830690,42.43897296380,CITY-ROW,IN-1356,STORM WATER INLET,
-71.09055605410,42.43863712560,CITY-ROW,IN-1357,STORM WATER INLET,
-71.09063235840,42.43857780070,CITY-ROW,IN-1358,STORM WATER INLET,
-71.09042210980,42.43839588590,CITY-ROW,IN-1359,STORM WATER INLET,
-71.08990641220,42.43894861810,CITY-ROW,IN-1360,STORM WATER INLET,
-71.08983348600,42.43888320560,CITY-ROW,IN-1361,STORM WATER INLET,
-71.08872708570,42.43806790270,CITY-ROW,IN-1362,STORM WATER INLET,
-71.08870703630,42.43782649970,CITY-ROW,IN-1363,STORM WATER INLET,
-71.08916404170,42.43709131490,CITY-ROW,IN-1364,STORM WATER INLET,
-71.08899279680,42.43702409540,CITY-ROW,IN-1365,STORM WATER INLET,
-71.08862830000,42.43701750920,CITY-ROW,IN-1366,STORM WATER INLET,
-71.09009443180,42.43678593800,CITY-ROW,IN-1367,STORM WATER INLET,
-71.09003543040,42.43664480110,CITY-ROW,IN-1368,STORM WATER INLET,
-71.09014196610,42.43656775960,CITY-ROW,IN-1369,STORM WATER INLET,
-71.09066785980,42.43676034220,CITY-ROW,IN-1370,STORM WATER INLET,
-71.09067571240,42.43683124580,CITY-ROW,IN-1371,STORM WATER INLET,
-71.09006499380,42.43650855560,CITY-ROW,IN-1372,STORM WATER INLET,
-71.09028646550,42.43588227070,CITY-ROW,IN-1373,STORM WATER INLET,
-71.09063181760,42.43602727800,CITY-ROW,IN-1374,STORM WATER INLET,
-71.09054123010,42.43607492240,CITY-ROW,IN-1375,STORM WATER INLET,
-71.09063344980,42.43538876720,CITY-ROW,IN-1376,STORM WATER INLET,
-71.09034980290,42.43525114840,CITY-ROW,IN-1377,STORM WATER INLET,
-71.09025638400,42.43530092340,CITY-ROW,IN-1378,STORM WATER INLET,
-71.09021871800,42.43514909160,CITY-ROW,IN-1379,STORM WATER INLET,
-71.09006239560,42.43524766690,CITY-ROW,IN-1380,STORM WATER INLET,
-71.08945161700,42.43517963320,CITY-ROW,IN-1381,STORM WATER INLET,
-71.08935090840,42.43516275230,CITY-ROW,IN-1382,STORM WATER INLET,
-71.08949925630,42.43493215600,CITY-ROW,IN-1383,STORM WATER INLET,
-71.08942373870,42.43478452290,CITY-ROW,IN-1384,STORM WATER INLET,
-71.08969191240,42.43391886160,CITY-ROW,IN-1385,STORM WATER INLET,
-71.08959880200,42.43388244240,CITY-ROW,IN-1386,STORM WATER INLET,
-71.08873681140,42.43387801730,CITY-ROW,IN-1387,STORM WATER INLET,
-71.08862611360,42.43400416160,CITY-ROW,IN-1388,STORM WATER INLET,
-71.08872414010,42.43405376120,CITY-ROW,IN-1389,STORM WATER INLET,
-71.08787068620,42.43324830330,CITY-ROW,IN-1390,STORM WATER INLET,
-71.08778877690,42.43328194410,CITY-ROW,IN-1391,STORM WATER INLET,
-71.08734358210,42.43339233630,CITY-ROW,IN-1392,STORM WATER INLET,
-71.08729404710,42.43333910470,CITY-ROW,IN-1393,STORM WATER INLET,
-71.08827188160,42.43627054410,CITY-ROW,IN-1394,STORM WATER INLET,
-71.08816550980,42.43625803260,CITY-ROW,IN-1395,STORM WATER INLET,
-71.08770192870,42.43626755500,CITY-ROW,IN-1396,STORM WATER INLET,
-71.08743227290,42.43639631930,CITY-ROW,IN-1397,STORM WATER INLET,
-71.08744242190,42.43617881740,CITY-ROW,IN-1398,STORM WATER INLET,
-71.08742490570,42.43565028290,CITY-ROW,IN-1399,STORM WATER INLET,
-71.08755093250,42.43557916450,CITY-ROW,IN-1400,STORM WATER INLET,
-71.08743702630,42.43547684190,CITY-ROW,IN-1401,STORM WATER INLET,
-71.08701956640,42.43666185540,CITY-ROW,IN-1402,STORM WATER INLET,
-71.08695152510,42.43660209070,CITY-ROW,IN-1403,STORM WATER INLET,
-71.08664582900,42.43672416910,CITY-ROW,IN-1404,STORM WATER INLET,
-71.09075361520,42.44060491620,CITY-ROW,IN-1405,STORM WATER INLET,
-71.09060887020,42.44049123580,CITY-ROW,IN-1406,STORM WATER INLET,
-71.09052955390,42.44053878070,CITY-ROW,IN-1407,STORM WATER INLET,
-71.09052153300,42.44064249140,CITY-ROW,IN-1408,STORM WATER INLET,
-71.09023210040,42.44067877090,CITY-ROW,IN-1409,STORM WATER INLET,
-71.09024405100,42.44075706590,CITY-ROW,IN-1410,STORM WATER INLET,
-71.08957561140,42.44000177850,CITY-ROW,IN-1411,STORM WATER INLET,
-71.08954226600,42.44007412250,CITY-ROW,IN-1412,STORM WATER INLET,
-71.08917663280,42.44097807600,CITY-ROW,IN-1413,STORM WATER INLET,
-71.08924076420,42.44103792160,CITY-ROW,IN-1414,STORM WATER INLET,
-71.08827665080,42.44112416460,CITY-ROW,IN-1415,STORM WATER INLET,
-71.08816818560,42.44111755230,CITY-ROW,IN-1416,STORM WATER INLET,
-71.08827087920,42.44079955110,CITY-ROW,IN-1417,STORM WATER INLET,
-71.08839541180,42.44085475440,CITY-ROW,IN-1418,STORM WATER INLET,
-71.08814891070,42.44118244330,CITY-ROW,IN-1419,STORM WATER INLET,
-71.08728840220,42.44080080740,CITY-ROW,IN-1420,STORM WATER INLET,
-71.08722096490,42.44059747070,CITY-ROW,IN-1421,STORM WATER INLET,
-71.08727483550,42.44064876320,CITY-ROW,IN-1422,STORM WATER INLET,
-71.08719984750,42.43908848000,CITY-ROW,IN-1423,STORM WATER INLET,
-71.08711626590,42.43905654120,CITY-ROW,IN-1424,STORM WATER INLET,
-71.08717552710,42.43865857140,CITY-ROW,IN-1425,STORM WATER INLET,
-71.08726674110,42.43863896360,CITY-ROW,IN-1426,STORM WATER INLET,
-71.08950733890,42.43898691170,CITY-ROW,IN-1427,STORM WATER INLET,
-71.08816758430,42.43792666160,CITY-ROW,IN-1428,STORM WATER INLET,
-71.08803026090,42.43781961870,CITY-ROW,IN-1429,STORM WATER INLET,
-71.08785634130,42.43807192240,CITY-ROW,IN-1430,STORM WATER INLET,
-71.08779863440,42.43802133660,CITY-ROW,IN-1431,STORM WATER INLET,
-71.08695086910,42.43806291270,CITY-ROW,IN-1432,STORM WATER INLET,
-71.08705789140,42.43796498230,CITY-ROW,IN-1433,STORM WATER INLET,
-71.08698492320,42.43792669040,CITY-ROW,IN-1434,STORM WATER INLET,
-71.08682726270,42.43805427770,CITY-ROW,IN-1435,STORM WATER INLET,
-71.08753672370,42.43763563410,CITY-ROW,IN-1436,STORM WATER INLET,
-71.08751225610,42.43756346530,CITY-ROW,IN-1437,STORM WATER INLET,
-71.09123111490,42.43435663280,CITY-ROW,IN-1438,STORM WATER INLET,
-71.09056670040,42.43371951850,CITY-ROW,IN-1440,STORM WATER INLET,
-71.09045788430,42.43382669800,CITY-ROW,IN-1441,STORM WATER INLET,
-71.09054459490,42.43383615760,CITY-ROW,IN-1442,STORM WATER INLET,
-71.09034914190,42.43442521770,CITY-ROW,IN-1443,STORM WATER INLET,
-71.09043448870,42.43444625370,CITY-ROW,IN-1444,STORM WATER INLET,
-71.09195780160,42.43463032650,CITY-ROW,IN-1445,STORM WATER INLET,
-71.09204138720,42.43466188290,CITY-ROW,IN-1446,STORM WATER INLET,
-71.09178405360,42.43555231550,CITY-ROW,IN-1447,STORM WATER INLET,
-71.09171875720,42.43558277880,CITY-ROW,IN-1448,STORM WATER INLET,
-71.09187406140,42.43558210590,CITY-ROW,IN-1449,STORM WATER INLET,
-71.09289271990,42.43451301270,CITY-ROW,IN-1452,STORM WATER INLET,
-71.08877101810,42.43190462690,CITY-ROW,IN-1453,STORM WATER INLET,
-71.08871639320,42.43206259100,CITY-ROW,IN-1454,STORM WATER INLET,
-71.08952648050,42.43066155000,CITY-ROW,IN-1455,STORM WATER INLET,
-71.08957060500,42.43075575080,CITY-ROW,IN-1456,STORM WATER INLET,
-71.08983400000,42.43236928730,CITY-ROW,IN-1457,STORM WATER INLET,
-71.08973141380,42.43237703420,CITY-ROW,IN-1458,STORM WATER INLET,
-71.09045800370,42.43260022480,CITY-ROW,IN-1459,STORM WATER INLET,
-71.09055196490,42.43254375350,CITY-ROW,IN-1460,STORM WATER INLET,
-71.09040778640,42.43303981430,CITY-ROW,IN-1461,STORM WATER INLET,
-71.09060727640,42.43295105280,CITY-ROW,IN-1462,STORM WATER INLET,
-71.09284957360,42.43326023310,CITY-ROW,IN-1463,STORM WATER INLET,
-71.09291121030,42.43334762440,CITY-ROW,IN-1464,STORM WATER INLET,
-71.09267386530,42.43268795350,CITY-ROW,IN-1465,STORM WATER INLET,
-71.09257336450,42.43270981400,CITY-ROW,IN-1466,STORM WATER INLET,
-71.09238988890,42.43197281760,CITY-ROW,IN-1467,STORM WATER INLET,
-71.09248466560,42.43200092920,CITY-ROW,IN-1468,STORM WATER INLET,
-71.09331307530,42.43175025480,CITY-ROW,IN-1469,STORM WATER INLET,
-71.09332297870,42.43190545820,CITY-ROW,IN-1470,STORM WATER INLET,
-71.09330463610,42.43184565490,CITY-ROW,IN-1471,STORM WATER INLET,
